session_id,event_name,event_id,traffic_source,product_id,quantity,item_price,payment_status,search_keywords,promo_code,promo_amount,event_offset
bfda2978-2603-48d3-9849-2b7c2a36dfc7,HOMEPAGE,db7c30f5-7f5e-4596-8aee-23c31e6ed5a7,WEB,,,,,,,,0.0
bfda2978-2603-48d3-9849-2b7c2a36dfc7,ITEM_DETAIL,d24c7d65-8255-46df-b178-380069d48577,WEB,,,,,,,,10.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,HOMEPAGE,b11b4085-ce10-404f-9c5f-366ee6788c2f,MOBILE,,,,,,,,1.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,ADD_TO_CART,0c6968f8-e723-4d5a-9c07-fdf13d803bdd,MOBILE,58279.0,1.0,504859.0,,,,,1.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,ADD_TO_CART,8ae0586a-b703-4e11-bc46-7a45af37ab7d,MOBILE,54508.0,1.0,433687.0,,,,,0.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,ADD_TO_CART,a4f1d370-9d05-44d8-80b1-13bd3523c7d5,MOBILE,20848.0,1.0,243931.0,,,,,8.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,SEARCH,70783b1a-96e5-437b-992e-4485bb39cd91,MOBILE,,,,,Kaos,,,14.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,ADD_TO_CART,8fd6ffd4-6329-4be4-8ac2-43cf01ed5bb8,MOBILE,15739.0,1.0,320969.0,,,,,41.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,PROMO_PAGE,312c7068-534e-4247-bb1e-04d43003d643,MOBILE,,,,,,,,3.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,HOMEPAGE,7ad16eeb-d867-4f81-aba1-159df2ca367e,MOBILE,,,,,,,,6.0
388beacd-54b3-4b2e-a26d-cb7d99e1e694,CLICK,5dd0ff42-f99f-47f4-a7d7-6ea31abd2876,MOBILE,,,,,,,,20.0
861112db-1ca7-4dd2-b7fc-d8da8d50fcbd,HOMEPAGE,29372ff5-9f66-47f4-bc35-44218ca7b35f,MOBILE,,,,,,,,1.0
861112db-1ca7-4dd2-b7fc-d8da8d50fcbd,ADD_TO_CART,37f53595-8c32-476d-9ea6-d947da0f8e41,MOBILE,47180.0,1.0,346996.0,,,,,25.0
8438c9a6-be44-414d-8fdb-ebe0fc0f1001,HOMEPAGE,f9c58d74-afd3-4dc9-ac85-9c068f10ff33,MOBILE,,,,,,,,6.0
8438c9a6-be44-414d-8fdb-ebe0fc0f1001,ADD_TO_CART,2993f314-ec07-46aa-abdf-62759f801166,MOBILE,27814.0,1.0,186150.0,,,,,19.0
8438c9a6-be44-414d-8fdb-ebe0fc0f1001,BOOKING,6692796b-a428-4ee6-999a-63c91b18c5ed,MOBILE,,,,Success,,,,7.0
8438c9a6-be44-414d-8fdb-ebe0fc0f1001,SCROLL,d836d4eb-a91b-4d98-8445-540d21ff5da3,MOBILE,,,,,,,,10.0
8438c9a6-be44-414d-8fdb-ebe0fc0f1001,CLICK,7cfbeb0d-9aa4-4f0a-acf0-1e666e92ee46,MOBILE,,,,,,,,21.0
8438c9a6-be44-414d-8fdb-ebe0fc0f1001,CLICK,1fdd0813-fe9e-4f37-a46b-29a12c182770,MOBILE,,,,,,,,10.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,HOMEPAGE,9be950a9-9325-47a2-b647-f15ba806e261,MOBILE,,,,,,,,4.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,ADD_TO_CART,536a6e8e-e221-465b-9089-12e9b656824b,MOBILE,2878.0,1.0,194904.0,,,,,0.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,ADD_PROMO,41f31e93-b1b9-4e96-bc5f-84b3e8299424,MOBILE,,,,,,LIBURDONG,7192.0,5.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,BOOKING,bbf80ecc-1fdf-4dd2-ae82-723ecad02128,MOBILE,,,,Success,,,,1.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,CLICK,88f6c9d9-5d7b-4a69-adc8-ef82865ca10e,MOBILE,,,,,,,,1.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,PROMO_PAGE,b9fb97b5-ce98-41ff-875f-67bc925080a6,MOBILE,,,,,,,,0.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,SCROLL,b5e9f546-d0b1-4dfc-a2d3-87e155cc6c77,MOBILE,,,,,,,,26.0
9f8c90ac-a36c-4c09-a691-2a3b5e0dda5a,SCROLL,ca95200f-865e-4194-9d9d-1d17143403fa,MOBILE,,,,,,,,11.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,HOMEPAGE,ea9a6b41-0977-4d74-84e2-db26363b306b,MOBILE,,,,,,,,5.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,ADD_TO_CART,33db05d3-94b5-415b-a26d-404bce95a577,MOBILE,24845.0,1.0,152444.0,,,,,32.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,ADD_TO_CART,3a8d46bc-4e8c-4649-a30a-65e0d4111735,MOBILE,5160.0,1.0,570016.0,,,,,15.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,ADD_TO_CART,a164cb1f-c36a-4b68-a9ce-c7d907bed5ed,MOBILE,29957.0,1.0,272222.0,,,,,13.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,BOOKING,161c8f18-d021-46f6-90bc-6d1ccad123ed,MOBILE,,,,Success,,,,6.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,CLICK,da7fd342-5784-49dc-9c03-9f88bc127c1d,MOBILE,,,,,,,,21.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,CLICK,a67d50e0-5c5f-40b0-b810-227a8a0efd50,MOBILE,,,,,,,,8.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,CLICK,c76a8342-0400-4c5a-ad7d-8188823233e2,MOBILE,,,,,,,,3.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,SEARCH,2ac4f847-6990-4df5-a6da-0147b1be4093,MOBILE,,,,,Dress Kondangan,,,0.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,CLICK,a03f9ade-d696-4acf-bab5-7b566d1821ef,MOBILE,,,,,,,,20.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,CLICK,4574f1d9-c901-4f0d-a4b9-63ac8b8c72a1,MOBILE,,,,,,,,5.0
de94e3b9-7c74-4bb5-a9ac-465ac92fa340,SCROLL,16669693-923c-45e1-bfda-5f32b538e3c4,MOBILE,,,,,,,,5.0
